"HolderAddress","Balance","PendingBalanceUpdate"
"0x000dacc92445cd8a202a7d1fff7169472463a5c3","1.58543133704979","No"
"0x002199829c36766f7012cf741fc3fa85bebdc627","0.196244776507453","No"
"0x010da5ff62b6e45f89fa7b2d8ced5a8b5754ec1b","0.00290885639041215","No"
"0x0122c76f46c1f07406f2f6c33b6b9a746fe5856f","0.0107307853013641","No"
"0x013d2e4557e355707bc33ff6f759e57c042b1919","0.437858422159704","No"
"0x0160b5ebe4fd76c3b2dcebfae022034ea3c7a687","0.0534111894992413","No"
"0x016c3e93ce95b88fd33c1eecac7eeaf5a6ced82e","0.124662605790108","No"
"0x01deacdb4a4df13247f056e264d3b5a84229e76e","0.107236917898044","No"
"0x0228d303473dba1d64a1ebdf22ffa011408bf93c","8.25838212827914","No"
"0x02bc18fb112d527d5179999bdbeb972924833560","0.628720486949924","No"
"0x030138d2f5f2757daae2fbb8dfd18870ea908881","0.645251801313347","No"
"0x033c9253c879131541a1c3962adde978c713a758","0.434429018045591","No"
"0x039b0e419c843a76078ee59d05490a0e3325f722","0.561989139778889","No"
"0x03a738d1a82195706039f21c4cb2530f2770741e","0.0168172391726092","No"
"0x03d3f44437e37fea9042454626654037d23af9cb","0.0031285746064482","No"
"0x04549570d2af19849ad95ff50cdc6aa6c4103a4d","5.3570518864312","No"
"0x045b52807dfa9286d37c08b1d12f36ba53d11f1b","36.4436982775335","No"
"0x04ea06e57cda74b7a138586eb57e12387879e34e","0.961829733579162","No"
"0x0500305cad17e399393ec6bce08e89538a04e329","0.16841653739357","No"
"0x053ac328a48f875494e39b4bfb00c2b3466fc419","0.00802326138451129","No"
"0x05465b6a4986d589612abfc8cc93a11a9fabc112","0.524600615880017","No"
"0x0563ab7bb8e5ea5fff8c959cfd2e0c8f09d75232","0.375255377184751","No"
"0x05745ca3ac6ffcb336fcf57e270e67a5ecf06175","5.33594851018879","No"
"0x059eddf11bc34eaecfa44aab629e78283e277cc2","0.0127382552945982","No"
"0x05e9c7b1d2080c174153eaebd3d427c414c71f0f","0.672436796678179","No"
"0x0723ff2d0f410319cafb6627e97a55d8ac17077f","0.536610037021674","No"
"0x07882471821a803ea3b38ad7a9f220e116dc42bc","1.02914201693276","No"
"0x07a42d1cd88b376f560951bb38ed51cd0f72d83c","0.0158330523473658","No"
"0x07bb41dbf8bfeb0b509e3a2ad4b83a43ed89256c","36.1663760352823","No"
"0x07c3830075ae563eb66204a72ea118b00efdd58e","0.196080074912412","No"
