address,bifiBalance,matchThreshold,details
0x18913656c387613f6D0a1bFF7365C335C0069e69,5882.901572571368110196087752832,true,[{"chain":"bsc","mooBalance":"3079.95128795344","bifiBalance":"5882.901572571368110196087752832"}]
0x98a78ea3C7a8C8602513e4f96CD1ae0B6364f4a3,1454.77164658511175017676541574869,true,[{"chain":"polygon","mooBalance":"1209.39426757249","bifiBalance":"1454.77164658511175017676541574869"}]
0x9996Ebde659BfB68589fA79aDB23e056B0737512,434.231222960711657482768486664766,true,[{"chain":"polygon","mooBalance":"360.989130550086","bifiBalance":"434.231222960711657482768486664766"}]
0x01e22735075e1a15AE74375126D812dD890010E7,315.177504855188846560908316314911,true,[{"chain":"polygon","mooBalance":"262.016288628131","bifiBalance":"315.177504855188846560908316314911"}]
0xBAF20C6808bfF5a2720801da368F20758EceCE2a,304.3160168846131980421507326056,true,[{"chain":"bsc","mooBalance":"159.322486801177","bifiBalance":"304.3160168846131980421507326056"}]
0x9b3EA2AD6AE4Fe93cE5a5c1453D1D2DA1dC0916E,204.3332275155535306894822068792,true,[{"chain":"bsc","mooBalance":"106.977208354539","bifiBalance":"204.3332275155535306894822068792"}]
0x8BC609a5aD3e1ef2d10dd1075457217C2f2A6D66,173.312442975631685931039366509452,true,[{"chain":"polygon","mooBalance":"144.079708678492","bifiBalance":"173.312442975631685931039366509452"}]
0xC1d90c0a2d1AB8B58702F2faEa4701f00Ac505d0,152.079022718189673433390017671618,true,[{"chain":"polygon","mooBalance":"126.427744673978","bifiBalance":"152.079022718189673433390017671618"}]
0x93CCA04413B6ae5C745C12cf819947122e3423dE,140.639556262650479602247442315751,true,[{"chain":"polygon","mooBalance":"116.917781245771","bifiBalance":"140.639556262650479602247442315751"}]
0x83239ebFB02B7308CcA782340c0CD8154E37a9aE,118.2072006823280149111202099326347,true,[{"chain":"polygon","mooBalance":"98.2691072008287","bifiBalance":"118.2072006823280149111202099326347"}]
0x9FF860e28F213fbc64C815e939F056adC083970f,114.7578167623137782464757432163711,true,[{"chain":"polygon","mooBalance":"95.4015333452931","bifiBalance":"114.7578167623137782464757432163711"}]
0x5ECb41Edcd21fCf5e69C897eE84843b128Dc3ee3,113.44989715073644251887698077216,true,[{"chain":"bsc","mooBalance":"59.3958869678772","bifiBalance":"113.44989715073644251887698077216"}]
0x231E6B09A4249C9DDE585d1D664BB95aDC3FC6ae,110.3284542517105147394292303290831,true,[{"chain":"polygon","mooBalance":"91.7192745922451","bifiBalance":"110.3284542517105147394292303290831"}]
0xf887BD34D36c60b76D461b064C1fE247206F275B,99.1030817700878224940417846738585,true,[{"chain":"polygon","mooBalance":"82.3872937535285","bifiBalance":"99.1030817700878224940417846738585"}]
0x742FC69d89C5BfE5eF59e2B42e8Cf0A795090368,90.5674256764093815592517493032286,true,[{"chain":"polygon","mooBalance":"75.2913529068006","bifiBalance":"90.5674256764093815592517493032286"}]
0xE95F03e4f8bCA3a9756749B4BB39d74654953FeD,84.4032422983814604732705549107219,true,[{"chain":"polygon","mooBalance":"70.1668867686599","bifiBalance":"84.4032422983814604732705549107219"}]
0xF0B1966E33Fdac9350491C24c0c5D7a8f11Bf06a,78.7569057313271553564911441907508,true,[{"chain":"polygon","mooBalance":"65.4729218477668","bifiBalance":"78.7569057313271553564911441907508"}]
