"HolderAddress","Balance","PendingBalanceUpdate"
"0x018cab73a80baadd582fe1857d1447d8a46dc6f4","1.5400631271923","No"
"0x0a68223bc045e538721fb5333b1f45845113e655","42.3479127631093","No"
"0x0dac759d0b8c3c6fdf32bb226f49bb6ef437f502","8.55390545883413","No"
"0x1151ce76cca782a19f751925ef383ed744533663","0.310262063397486","No"
"0x13203b4fef73f05b3db709c41c96179b37bf01eb","1.01856742399749","No"
"0x15553aa9c71b6bd32fa59f557778bad2e4d1fc19","1.433482171E-09","No"
"0x1c4942dc71c2b3097a3cdb76c58fbbee00851ecf","1.63713139157449","No"
"0x25037808ff1fdb04e07d286f25e6c629a34c1eec","0.355806933675993","No"
"0x25db4ade99455c57052bd14c02aa423d7d831c50","0.0572812580615671","No"
"0x27267f548a5934028c082ca67c99be0364d9cb6c","5.13631883040895","No"
"0x2c6420b66ced9cb0ef29091933f999789d3d3866","0.273276168475906","No"
"0x2ea2ce595bd68a0cd1fd34b06df98970952fe4d2","0.151184198383777","No"
"0x32c8e4d2cb2642a29bc06115336ac96bf0160485","10.3289116226933","No"
"0x3692f5504d75a93c891ebebdbd300310de4cbd30","10.8009196306925","No"
"0x465bb47318f93c9166ff68eb9685429d2e6c13fd","0.245630973104133","No"
"0x49a5492fdfe5acc966dd5f41310dfdfe8daa349c","0.919675091680098","No"
"0x49f4d0222c880d4780b636662f5f18f572f2f88a","0.812832504391533","No"
"0x5929cc4d10b6a1acc5bf5d221889f10251c628a1","1.48888914546612","No"
"0x593b27b6e60301dff349735b67be21e0717963c6","0.997117376517639","No"
"0x5a4859fb80daf61136f914cc74deeb07f9461163","20.8918563011435","No"
"0x5eef885f7bb78340f937e53442a6aadb6d5a064c","1.58333244959581","No"
"0x650c0ed459d82335afdad70794b9a61b7795aa6a","4.04118153992862","No"
"0x6c1779a7217b9d74c63dc27c973d92ff077e1dc0","0.817577607582005","No"
"0x79633862ef50f0dd300151dee4ba1dfa8a10fae8","0.00383802520575737","No"
"0x8189ca95335af50a0c9490547186008a6d7747da","2.69102062315438","No"
"0x87e790ae036ea07f217dcfd18cb7a6ede7f55167","0.0198907094740707","No"
"0x8a2806405aa43150f3f9ed50230ed6c19010b506","5.37049141106378","No"
"0x8a5d69261df9e469eaf559225d19179a733a645c","0.618384466857985","No"
"0x9302d35786643f680b617b03bcde983db6a7319d","0.994072909907178","No"
"0x93ab0cd091dc8dd513ebfd11972e64a2ac558552","0.0879135890978253","No"
"0xa04275c10f39e8675a34e147e2ef78d35129f2b6","0.0179620576360993","No"
"0xa07be4744faec9c69a92d654f5d2332fa73bb87c","5.51079325133357","No"
"0xab9f4d19f6f22b152153a1d701a1492255d79387","30.6695171603789","No"
"0xaccd246dc6a4313b0b53a75ce6a840f5c66c474e","0.255486403490902","No"
"0xb2d6502fcfc61330141e6112abae43182d946662","5.40717310118866","No"
"0xb9047e1be2fc4643e383ed5c9bdeb82b27b5f8d5","0.257182571618581","No"
"0xbeb187bc094cf89f9dc31a24e611efad15d9edce","0.120063544177567","No"
"0xbefc47462c95ab50fda14fef76c94469712dbae5","30.9294433050303","No"
"0xc03556e452cad5b6d7cd0701fff15cad5f060a6d","0.303959210458838","No"
"0xc03876ddf9fbdc47ae66bc4c7a639f0d78d90904","14.1200132170367","No"
"0xcb6586874cc04b01cc4fdb777de502cea7b3d6c1","1.00856900224122","No"
"0xce0ed27a22f5f34f110285c655d080b397a23bdc","0.299367512836565","No"
"0xcf04f3cb862cd00cdaaaed3738977a4af84688fb","20.9451174836705","No"
"0xcfec1848c36f3f9f096379610bdee54fa5b86d3a","4.95415885279879","No"
"0xd0391a7d958514850ce00cb4104f4653de7ca113","0.0662744058509801","No"
"0xd6e8f087bd2f6ae4528f89928cf39ccb103cab93","61.7592575178836","No"
"0xd9f58c44506efea820baf832d4d4addd1bdaeb52","3.21008159649496","No"
"0xdef9fa09a24c0bd80fbc2c4366030ad635825413","1.00875608912916","No"
"0xe85909f8a1753734b19dd7abcfe40fda79f39c78","6.36370757954136","No"
"0xeb4cbf7d91f3e4bc8228620f02abc2ff697d0d7d","0.315474821052019","No"
"0xf08c2f12417d05e1e32c0ba2bb55a2bc72a2da41","6.72020088733265","No"
"0xf9a5807e32a2c887259d365bff56f070a1d1083f","0.222595172083662","No"
